state_abbreviation,state_name,reporting_month,flag_type,flag_description,metric_name,metric_value,comparison_value,interpretation_note
CT,Connecticut,2025-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,27589.000000,18567.833333,"Review flag only; applications are descriptive operational indicators, not performance scores."
CT,Connecticut,2025-12-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,13533.000000,11442.333333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
CT,Connecticut,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
CT,Connecticut,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
DC,District of Columbia,2019-07-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,4828.000000,3815.166667,"Review flag only; applications are descriptive operational indicators, not performance scores."
DC,District of Columbia,2019-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,6583.000000,3959.857143,"Review flag only; applications are descriptive operational indicators, not performance scores."
DC,District of Columbia,2020-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,7673.000000,4915.666667,"Review flag only; applications are descriptive operational indicators, not performance scores."
DC,District of Columbia,2020-02-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,8714.000000,5234.666667,"Review flag only; applications are descriptive operational indicators, not performance scores."
DC,District of Columbia,2020-02-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-11591.000000,-170.023529,Review flag only; this does not identify a cause or indicate performance.
DC,District of Columbia,2024-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,1412.000000,1081.916667,"Review flag only; applications are descriptive operational indicators, not performance scores."
DC,District of Columbia,2024-02-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-7899.000000,-170.023529,Review flag only; this does not identify a cause or indicate performance.
DC,District of Columbia,2024-07-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,1480.000000,1148.083333,"Review flag only; applications are descriptive operational indicators, not performance scores."
DC,District of Columbia,2024-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,1563.000000,1157.916667,"Review flag only; applications are descriptive operational indicators, not performance scores."
DC,District of Columbia,2025-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,1737.000000,1328.333333,"Review flag only; applications are descriptive operational indicators, not performance scores."
DC,District of Columbia,2026-01-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-19140.000000,-170.023529,Review flag only; this does not identify a cause or indicate performance.
DC,District of Columbia,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
DC,District of Columbia,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
DE,Delaware,2019-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,4745.000000,2818.100000,"Review flag only; applications are descriptive operational indicators, not performance scores."
DE,Delaware,2019-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,5245.000000,2993.272727,"Review flag only; applications are descriptive operational indicators, not performance scores."
DE,Delaware,2020-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,5593.000000,3728.833333,"Review flag only; applications are descriptive operational indicators, not performance scores."
DE,Delaware,2020-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,6380.000000,3799.500000,"Review flag only; applications are descriptive operational indicators, not performance scores."
